Crop,Precipitation,Temperature,Humidity,WindSpeed,SolarRadiation,Area,N,P,K,Yield
2,1108.1866488452383,29.331631113151666,82.64874097824678,24.447959508528093,21.257467196499753,7.687017266688532,65.06405429920608,70.37278890813283,10.912473266777818,35943.983154636226
1,547.9321551325689,32.74302682944595,78.25561925081739,12.99716092062427,18.094682179883215,9.251873460314373,58.75278495213708,68.52667027889132,47.44268317582555,43309.438102781
2,2208.899875570243,33.52584954938342,86.37863427890545,18.127145599930596,21.244926198374902,8.657223414845616,73.50442025653615,68.40370710578298,42.13098540945456,17417.908762956406
2,471.2962217960855,30.416464182167598,79.67232424299769,22.615739581838895,22.957866166463866,5.590174417552285,37.976935843448906,35.37730879670488,46.10804353060015,32308.228829080414
2,2522.7156782780357,32.58267292056059,76.82472242562204,15.897246963162111,19.24905069809917,7.471154390607413,119.4661348564634,48.42857152495469,21.145043621572285,43606.53640296946
2,1101.6864109112216,28.0690451319457,77.8650962336317,16.947599464476607,18.44618395361807,8.207050720365036,138.29095239242832,47.323597205740754,45.74357231784931,58641.19705969964
1,2224.0077215856804,29.14971215400078,86.50165742617878,12.79459154418737,17.260425612224573,5.441398423645139,120.99516358315387,138.7699345205084,41.01158412004935,34926.10942890038
1,1656.8186458811049,32.12777676216831,82.49322417653435,12.720906319985618,20.437849318769736,2.0388480463384098,91.93733616407519,34.39390163618607,29.038394919544174,24207.924526845196
2,1934.793578920283,28.86211992817031,62.625072171527385,19.673955146901235,22.918668432348444,4.941376874626338,63.89045281215858,50.04395488601581,32.76694220498904,40410.99253076331
2,2019.2239000781628,30.88504935158989,75.88763209952813,20.457453160680792,17.921951404666746,8.582302343814083,53.35137196270671,137.21084693513927,39.53186617021723,29566.66180019555
1,1333.6354519769905,26.853727790825115,79.89679870021068,21.882655197150704,18.56611972083573,6.369772648543615,71.31879015403928,99.85171213148047,35.65119315655295,26469.046883093746
1,1433.927764931456,30.99771314970498,81.46616043941803,18.793548737544548,18.659629657949854,7.520125393084051,104.03270919120628,80.67204902552697,43.3750594304073,42863.15024027976
1,1357.5012232451547,33.615137072268936,67.54169510216235,20.040630091658283,20.047311075997655,2.6674121993732878,80.28264799840895,40.50618076900795,19.410938035511748,57068.73685611244
3,1550.6562500589266,33.68639639823426,84.54661121573515,11.189241803796081,17.055680654106947,9.679039913899052,132.8784605691245,104.32340545635068,38.11691765564224,53548.36039838813
3,93.66071453297101,32.2434440632954,86.85192182655426,13.270390179920632,22.399900397769336,4.6367247654397845,124.2557970402991,46.88272266957693,33.41453310895612,25051.15785894154
3,1048.5035629662318,32.45753379076126,68.15459795196661,24.788806724236665,17.66042049753799,6.882719704459561,43.05926652399309,104.48810119319161,33.973065688727914,50521.80895967948
2,1597.9401649675353,30.579274451507008,84.94800189544839,12.063909088421646,21.34826421807014,1.1698502913154474,46.20472417965668,137.7510616976063,34.407866630294954,27127.616547225698
3,1575.8630581872942,30.846680901658246,64.52144782541848,20.503035111643428,19.618941676015968,2.145873360297622,105.03383201241198,89.45304713063089,55.83654211876049,29782.656522955553
2,2085.029494731487,26.33650581410518,63.44837773899638,13.465156862444028,20.273078430174813,8.038308428964271,56.92298611787827,55.121142686287364,52.56862693910401,57250.64801792987
2,1725.264355674139,29.43859188421301,65.35981880267148,21.034060200746985,16.616478649445725,9.711725009682292,117.43122671726913,99.5306450949966,42.73763798086791,56857.783827902545
3,2604.4836890164734,29.507762838863638,63.501268066142934,20.883865641467906,21.615208783603535,3.880498195499304,95.86667937124614,87.39640628145855,47.25732065132318,24454.88971857361
2,757.2926106113462,34.584978356677404,83.97031816605018,14.278786837033262,16.69758467138368,1.3346266144713836,56.821696995201805,89.57914846994977,12.225737075541545,19896.653551780346
3,953.6658853695317,29.310868626232896,63.53530375591507,14.774881589068858,16.021262738646953,4.247799417821238,83.69817412790385,83.63555018095965,48.68756940774277,29888.13961577663
3,1018.0733720712127,30.493426449027577,69.06326897545505,20.166789990429237,19.92011549899908,1.1572131725110237,75.8562395756396,104.76398201830403,35.28056379958973,42486.57248400071
1,1231.839800708808,30.332513992791025,64.69766493193227,16.461204542922992,21.383674232258986,2.731357830362222,126.3012107924557,93.77009913995622,26.522873356502636,55366.93727829355
3,2197.282950341394,31.36761717044327,69.68097294415789,13.723671575798758,15.45032252791281,7.772248135483646,35.47354729752143,138.59546836507226,17.268402228783433,22281.657838561936
1,631.9457810456194,32.48232831331896,64.35454615762393,21.243514383024745,15.624557834464879,9.433795582958465,128.7511401704133,121.19324947257043,13.910857098303573,35205.863828628964
3,2040.8085399484,27.250418761708723,79.36808451931836,13.158065340708678,22.224112464353272,1.7870417593199799,102.42492975101229,60.58742479278871,12.334055645829602,28955.519441417342
3,1074.0489574876187,30.287244190984357,65.46649722490696,22.979011298029253,22.28129429556599,6.0211070092945835,111.6541242552249,110.38170436573715,18.41340109429252,17746.57477501599
1,1586.6388405905182,33.2591770731603,84.14799407181108,18.205373336725586,17.20774245353173,3.2849276151162874,32.28160604640444,55.14443773355133,11.567477329482566,51506.73705231042
1,1666.6657106542064,29.631147138375113,83.24696731889267,12.47980845431021,20.53705382520183,2.251532132145366,99.8498588760211,116.49341207279025,48.09739660701109,52590.78948370327
3,989.389245788741,27.78457546373573,62.35520382223584,20.71701266943378,18.988620676301935,2.9708220690240177,95.55650568079082,47.93622511755295,22.927934189130465,26750.542401183688
2,1353.9004551767398,31.54709075356299,85.28888524339298,18.268282554043566,20.694264372631615,6.1998676074793675,90.01820008972038,83.14381402310173,29.174502200464474,23695.880713011862
1,1094.1853034811938,33.237673957991234,62.75255223532754,15.172806005127333,22.765913556893025,1.5862105129956494,116.87362052423558,117.38546941705606,52.78124311842591,23404.358456340797
2,197.29830637470351,25.631402929273914,68.23079040889647,16.91555132313397,15.718707821240308,4.907967365515757,92.03407841082256,62.25217184910906,15.962189819278715,37343.97509726232
2,1157.1273340342836,32.76790483407227,62.842117582175874,15.176728410224982,22.001859833896088,2.2170506585964747,124.56649647246462,122.40886551421961,53.45088957228306,27853.299913634175
2,271.001967779664,33.21647932961771,70.73193066302221,14.682361700398976,19.437261940689353,3.4540934715503333,57.12420053224095,101.56827657566897,43.25609822861498,39413.11701641063
1,1073.2942440014785,29.61522927588607,75.36052966854507,13.29051789181197,20.07714249385797,2.716788967689375,119.04611960894358,74.93241154357932,27.785534759439358,33891.85406799204
2,1563.331186761287,34.83305656818467,82.71276659439359,16.07873986392466,20.885382240154083,8.946779498478074,51.365779465079015,77.72900460507736,16.125975079519584,26299.307357403763
1,1528.11405748785,32.86708340707309,70.78752031221575,14.513820888424991,23.303608342161965,7.372101977841606,119.81672153264984,132.00708566334436,14.75762026172745,49880.76565522898
2,1745.1162956536996,32.73662564895666,80.34274064150104,20.56808281875484,15.51047958196564,8.816163210527234,133.57006003348533,55.52142800133696,27.446745996124672,23657.631993706986
3,265.44201274566535,32.478385744120715,66.87511588509349,20.57427437628629,15.265287169120029,4.451165510929233,68.25496736952148,106.88316243886871,17.29778258133838,51963.09153033798
3,1717.737424343382,26.506081032182742,81.5155598753473,18.025763395778938,16.60435603339896,3.820720283683031,89.22772190986039,108.38777422008583,23.920935416714286,41599.32741616281
1,831.082131864334,27.17230886453011,68.13591175364017,21.891223384584492,23.87802953424063,4.425284754079904,103.09953447569994,131.62456686383274,12.753701623468876,53409.261092113404
3,1057.7118275255857,29.63990131464425,65.73216365453797,22.778756066084675,21.43568730639998,1.166933761519667,40.58293991228542,109.02174102579279,40.94043792822834,17302.708303851003
3,2254.628150230417,27.640043499594658,66.82063010972541,19.116730404079824,20.531770071490516,7.522338476337024,85.360717566045,95.12248115030451,17.554358081597833,49793.332913303646
2,40.551293969867054,29.152409723340405,66.73364135092824,19.66509227868807,15.42335148073273,4.147952112055705,70.94317747153065,129.47243421375964,49.35008028253261,19343.398067444927
1,1551.5801477522991,33.884641099229206,75.33443486380177,14.960402737009112,22.91199201503668,3.8199142321911252,126.22520817514128,121.54625920202699,21.345098766454548,58562.05859240569
2,1578.4460601010805,33.243268918792694,83.9647371108918,23.52816880987728,22.314811679674435,6.383269588334796,126.68138802049923,109.41185712209644,51.494782125585665,47766.0649708049
2,1051.4886967040097,31.30039878479982,64.06973200180515,11.338884621915417,20.983200394803763,4.9262492053883475,107.68419027110157,35.51846529835484,19.873863283745123,31068.919624169168
2,635.1686513385407,33.58120394251104,80.38086428082899,15.880434572199839,18.052177339362323,9.827590314015087,102.81824325598981,72.34020516995903,47.511061312467525,31054.874760252744
2,629.0298917861253,32.83772389017249,79.0130079509743,21.105205901697985,15.634544600114316,4.206277386089212,111.23835360179254,100.24408459780027,27.31988334051026,54694.834912819395
2,2321.7148184752427,29.289849318408905,84.68551874756342,12.121253135396257,20.2203463911083,6.5250625798712205,71.52658530830317,88.40305663053061,40.32223973422843,56499.45740631629
2,1169.7995668256924,27.01065152049945,68.34783657317959,13.564373383996097,21.477251143147537,3.8048599054868655,75.68807864906755,66.48637926176714,12.010414344730398,56007.71585093597
2,879.9594586757604,30.14201040009339,73.70285632581077,19.250000190079916,15.848163154295227,9.91535482189591,91.80011007198017,47.59778287505586,35.75271058642139,52392.470069057366
1,1187.411912552299,32.3622888252855,86.07151173553146,18.83991140048981,20.703908938186462,5.005999312481153,133.30703775536247,91.72363093040353,17.73177052450729,52841.652549403494
3,1762.7701670060144,29.36419598729593,79.15982970351826,21.34499614583337,17.577294610984428,6.707159297801226,110.19198640491275,62.879098193119006,35.288651816949375,42093.45512109109
2,397.1331299823124,31.667719097838972,72.10797873440151,22.376576947234405,21.878197990978308,2.1404950385740937,91.50683840559212,57.164052899371605,17.350674806079784,18327.14430596208
2,1189.123442237428,25.943274262910435,65.41672195423698,12.800114099163368,19.856542655416533,7.597217933772923,115.20460560884517,75.08748852193283,32.728634247247285,20882.219895464834
2,1550.2024398558892,32.480047363714036,68.82461020541537,11.25733385685339,16.16133109029393,3.422890520880598,72.05615372174991,116.83307478714102,15.752282652078994,45444.7515703336
2,2490.905389452539,33.12713619893062,77.11160241472396,20.654939275224685,19.738675029599122,5.037519275467047,110.89040372359203,84.68817825556172,21.43747892218338,34603.8534224731
2,675.5924556526934,32.06837855780541,80.67236663657336,15.219485140729029,18.56163177030047,8.948197560947122,76.35303481453164,55.38115873385635,40.944104646200444,41855.22883808103
2,953.9259505655684,34.67263587526365,65.23496905814923,19.76377479485135,16.623203714534867,9.734972633965914,62.2034319576185,44.62553936624523,60.786353134927396,27180.38283934281
3,1006.3672025176812,33.2665205746064,77.5895287611454,13.107624232871146,22.573641516559107,4.821148916563213,97.85019713240759,85.8906244876784,33.35760795638254,45438.81254365711
3,1596.2435151378545,34.03093727876538,76.30913324980753,17.56656065332348,15.099256036492227,8.513224011590498,106.18277644221992,117.79157102960133,45.73303201569413,27693.295456318352
2,947.3571943283243,34.33571083457648,75.36284161395841,18.061946444888115,17.80915449190295,1.4801409509487469,81.60370460739293,102.50434655462556,38.05008289430751,37207.17456763433
3,1408.399101181606,33.013479918738085,79.9432010597322,19.191089429225023,15.113355343524841,8.628166268112363,93.07407898639417,57.072079055470965,35.91461258331076,37988.73001765714
1,2055.9091802358366,31.74258842006499,83.77368947217,18.1843802286279,15.864062518555375,6.665592899373847,106.95913608444334,79.16431125446516,13.36461823567226,24849.329891330104
2,1856.645629444627,25.057185813607894,70.39773176259858,17.939670783201993,17.673865972557728,5.398355515524417,114.91268556821103,124.36487924115943,17.50346491831453,55337.08621818853
1,1181.129430104823,29.658257532231247,85.11431694288494,15.658278155773978,15.488440668504362,9.00967334623523,128.72171974097222,51.1868380481066,55.9190019200935,40044.46000104032
1,2270.8757913742324,30.71162298622361,66.17647392808232,11.996523308453208,20.36967479121427,8.608035002557724,70.29077427654744,89.46470163375288,31.32854438217377,54925.77798811911
2,1472.6297709407943,28.040302724479996,66.49862061353028,12.253282755155793,15.781766171875645,3.672505863582148,134.75954330808008,70.47300294617088,41.94528878240913,28553.370429919603
3,1425.0744294217702,28.18104446903472,68.93607365422203,17.072895841700152,21.31542270659486,8.123395441102819,100.82621949329345,45.41141352158809,37.46812810117784,24616.602339956997
1,106.16169356932453,34.61159415710165,65.10780260822402,15.981103789493902,15.47377901364445,1.8954184029613534,117.07180333148636,37.38962345837701,29.70188373666421,17881.33658538056
2,2590.2952927714773,33.91710865202746,67.98829984175481,18.22588726544297,15.53378005320987,8.40487541920633,107.57505669599534,92.03410954174589,30.166460215768417,21191.72307376341
1,337.7078686452665,33.49179005501704,64.76670583547396,15.267734369587737,17.747933091299398,7.079100562209255,54.20174633762792,34.240878363960924,38.884180307250986,23531.354550276177
1,619.7894196113024,29.060118017061107,83.36556284162015,20.63074128037454,23.069143724723496,1.7907969783874846,39.71534536495346,43.172180602836974,17.339373676738667,20536.65101998648
1,151.8253515259023,25.136985504089147,65.61319378905225,23.095367508133148,20.77253923850985,7.147721561267218,110.438938113957,69.53694236546805,30.13747009323057,56239.296836480775
1,1686.127737510671,25.80222246455714,81.42973649655627,15.184084643016147,21.931181627360274,6.224673490087332,87.19368812181426,36.70018001842237,33.24272960894243,56874.72495011828
3,603.0206695447495,28.121963682176037,63.24576056574668,13.701776111146401,16.273968985293955,6.350950910305404,107.83904378809906,75.24808445680355,61.22656363115846,58006.19383144429
1,486.4672209288629,25.15742912995677,86.6615285153618,12.626528039557247,22.507128899225215,3.617775416167287,83.49902282286965,46.07942261110423,28.275648002857324,58988.126212345065
1,247.95296365421353,25.17149781915198,80.49016227572193,19.627556567991377,15.073316233748116,3.3984748001156073,65.72132820498243,69.78629379561661,43.51810258580518,38561.138794095205
1,286.42976017943283,34.16603301642411,62.17671026323891,17.213983875967973,16.917516156597056,7.86281600848618,62.781934200033376,117.44524620572737,17.145605990976343,40227.92527422495
3,1541.8211867542714,32.06158502119054,81.86026900520557,13.632220040748045,20.544830890349942,3.311321329155152,110.89747013395937,99.64734920347907,13.405031855171394,22805.094055092697
1,1811.8461141800808,28.089559900681525,75.36612993992082,20.143914266085975,18.377217677346454,5.016360266289087,61.89224879830367,80.10331640105099,55.32018472806398,23076.636187688575
1,1053.3644019151577,26.326445776009532,82.26349442871312,13.078764562073982,23.857740525467072,7.253100987389063,109.18510205994545,41.917997248357324,47.998214925095695,50821.954765144066
3,1268.571588792127,30.11635717895077,75.5849170311553,18.760209881871337,15.273053221364863,1.7165462619469398,73.46769364227688,98.86816320599118,26.50996295491759,54443.295877366276
3,1806.0038554436226,25.053461608543646,78.66664629851923,18.380077342753705,23.987383511428888,6.350935443504915,115.25702766643067,49.68064247097743,36.23805615065591,51343.86132489402
3,62.32649280373089,34.38413743858144,82.44462304027105,21.279189216605168,20.612650495751843,6.3043873538330555,47.42347198452832,40.271325137054404,17.058697591495605,53520.06362770472
1,859.7247536392864,29.148151193889472,72.53280941928428,11.771534959169335,20.02836295136487,7.15805839799223,54.137833866069315,103.71156988563764,46.77233528700473,29165.911416868144
3,2554.8389269674635,29.023349552373325,62.07041189533175,23.430221045918625,15.53561198307577,4.329352857750928,106.07845341777767,130.50246896466882,13.657190788546826,37436.441156591216
3,1529.9326950457807,28.90593607581782,84.0986088945749,20.841884166055472,17.459959889993016,5.040817966574558,92.50496098141235,81.74409117121641,49.3657189609425,37136.75708829166
1,680.0177043726624,25.69328330387765,71.90314942824122,14.025763976882672,23.32196419462436,3.9697238255022427,54.01886100313271,36.42755834567632,38.435498534039304,60534.14413012081
3,1377.671961627244,31.383222397918267,74.89711087643116,13.567674880536355,18.1882140287032,8.273514224698982,129.50531726649675,127.07215348120243,24.500227564511768,58521.8746879526
1,910.6402970193473,32.33003619628353,62.20193269600318,17.043242998012968,20.954878804205258,2.1754968403251924,61.8019679205658,39.233166741346004,54.85386641119575,43215.92611496303
2,1405.0949308589882,31.7612539758829,74.79439226910254,22.445914613624357,23.995467153768494,9.66658558217797,77.47571100491245,125.6914302117714,61.27573725762043,23116.837395925562
3,344.9338627917401,26.38435493329394,87.64867244086497,22.801299903947502,17.36762742450187,6.713525403812956,53.847097722234096,74.31649230807656,23.226153262277176,28381.424106035905
2,363.11981716067544,30.788401680355925,69.234959181288,18.28638528995136,20.184727911130445,8.982160519529582,73.90698278088354,71.46261017129368,51.92479977846849,32971.37306717786
1,391.3584801987366,30.69484484172254,72.28087502630183,23.051352077614325,21.267940134319918,4.836083124382879,85.0978490120392,90.62211698129678,49.00864845157578,55206.32288731974
3,2468.0500173452033,33.68410787941382,79.8669399081856,11.076211928683668,16.481645219088737,3.9905116335279702,63.88668188739526,135.36516028397563,48.85388629749481,24542.253588531115
1,1928.4003790342194,28.79127658375647,83.18463535561513,11.492444841442353,16.338053073265637,9.106532291115851,115.0621167052202,129.06397886928565,59.776251797169415,26685.854176233646
2,440.4919812793329,28.71485943659434,72.85218222415861,23.7655023109144,19.10677120492356,1.8898572598867251,74.54476169379468,82.79564953691485,35.30408879970361,32343.8948679296
1,508.21441046068855,31.185270587181854,70.0513906304336,21.854647018402822,18.472312695833605,2.0539650835475003,110.78707999554685,107.14890895057239,45.05673810894604,57549.99518377692
3,1923.0032704632456,31.33072653499513,86.38347079961174,17.3098848155054,21.427938931715826,3.694120988362096,54.363794942146285,94.68635925308854,52.841622908541815,39083.87870193542
3,424.2753072179896,29.692852273257905,79.6057691334634,21.55054184069182,15.625578943037276,9.637974835896866,72.7198336536633,106.89385053882208,34.93589514223737,45326.158817299394
2,628.7358530172331,29.430593623304212,65.09455391682167,24.378952464127902,23.749499613666213,6.697617488785964,32.8702952007178,121.56736568670648,35.034422546224306,33995.36114978794
1,2529.4085399956007,29.94147670637883,63.792124831500864,21.80925333433799,15.12849283517249,5.9877432695385835,113.93285906268086,35.72533351780814,26.57004721150227,25323.047539329033
3,682.8394164917503,33.61045299503312,74.5722961205496,22.79319867345651,20.41185141902536,7.348207027198786,99.59575758769229,67.18206422421292,50.60293706701097,26819.129455193117
2,1742.5371697679507,29.6116690125391,67.72234171722909,21.648492139460863,20.063693362806497,4.757271004703496,120.32491909140927,135.60754368925765,45.68218054364894,52127.58541068655
3,2569.2703975405834,34.39931791969823,68.60360358778259,13.354955294069583,16.212441577827533,7.822661512787193,81.20596511509304,134.52832132069182,33.45927477405459,56091.023562469345
3,993.1659687005792,30.04003763596326,84.81999664952406,22.670037535040315,16.358243844421768,4.539076281755898,118.37198952098663,33.21185611756595,31.80550618473431,38615.28700145631
1,62.681704168258314,34.492006931808916,64.32871663222407,13.73152348033894,22.13409739015164,8.437268663708181,101.93891478126567,53.755534031615554,13.77466144479417,32676.026150959253
3,653.736133421552,33.328319018690756,80.59946699595113,23.496558592618058,22.988062125714148,3.405655738688541,32.390196713697776,139.32716457319117,10.338059635077606,52352.96453373237
1,2183.927715019168,28.624313226158293,69.04969858789529,17.421098573135062,17.547152692953926,3.497919933682218,59.39898386955929,85.22510819714446,37.50248625965585,46472.2214584071
3,2271.899844170736,33.63641421296616,81.76853375650758,20.4776745323544,18.941675675663117,5.701449748840616,85.34026603827479,93.86952842842008,31.709628322283173,18878.94474736046
2,2021.2985026780475,26.10063284201115,80.78269599605215,17.96137187032901,18.19495536934518,4.876850425255617,98.8182337688929,49.97338003642487,51.39391151489174,32403.08653174027
3,311.99040815170247,34.25047175343015,62.19218943755162,12.315873011832428,15.652923116879867,6.833042598562258,39.083813383780814,128.5882457459212,38.21801092797032,46868.439635112045
1,2091.6910493842192,31.316435150828916,75.23752073596158,15.07011230668931,21.058838214142284,4.278616792062211,108.1486322438495,56.97654436210419,58.70871425587573,42133.2557565997
1,2412.911694559059,25.543907485223112,65.6223065418292,24.772245955958084,22.426736413251213,3.0749558416333014,90.70189854590407,52.481944042109944,20.199321540771926,59782.74769459339
2,1583.3896869605837,31.442567236508115,84.5219027950456,24.450006523377443,17.743914216520864,5.228277065946109,88.78416513637485,56.63721955859545,61.48781770002207,54896.6056826428
3,2470.802929329673,34.74247654144756,84.66123295442257,15.486816567177662,23.911582142676465,6.048608495474316,63.54092027457483,131.31914388522893,25.49179810422953,19702.282718140887
3,2173.3958087205765,25.69800654614629,72.87699099483771,24.94815525943316,15.682664015541194,2.2834004844672138,96.2408947449823,107.90744437509971,43.40604662581191,48771.18868902018
2,1756.4617163122862,30.546877097800863,73.55428607972809,22.837716736956594,20.956116424330688,6.0104676315984875,34.96923208023166,115.0084106049497,36.09639310806587,31773.974995163706
3,1522.2990973442393,32.47794349759373,69.88535642451771,19.553432992051565,19.0340521307348,3.8733103472310715,38.98763569443076,72.7199266838993,28.697972864960967,46864.499576186136
3,926.080124167059,33.10258586699531,80.63176377296081,11.561744683654133,19.019417109959903,4.532066963816571,111.25796941898689,130.19111761250062,17.244077529803224,44033.76705995899
1,432.4216571932358,29.138274653207958,71.32519543868794,23.620255613537314,19.118810544301862,3.5138631615695313,66.76426499366809,117.25605885265409,17.011375875515007,39050.62856046388
3,1594.7198303769305,27.04166559168243,68.96260433758847,18.804009909700476,17.328135964212855,9.382692950137539,69.47244416744425,113.0645151507907,46.99830302366616,54321.98329914988
3,846.6349318360557,25.423422787723837,73.2380075471172,23.158666116838774,21.440065445990093,7.150026531521925,54.5056019516968,136.86155063667877,29.63735191476819,48025.768945948555
2,2276.6720449120994,30.797261570972246,64.37867547807393,22.682007678680392,21.494188734765242,3.3621428026061504,80.12703474679267,71.54925772568166,59.98749465491302,55919.63297244008
2,2607.6227326313033,29.529110702676107,81.4116833207493,22.662087012815206,17.541573990952443,6.805282010967551,37.615290592420436,97.98515385395517,26.93372129832958,29385.595629602587
1,1979.3316049014131,34.48744395149711,62.32750643306646,20.774434050008672,22.517758147726052,8.637151686238415,64.43922814568027,130.27240748953935,61.14323353089407,32289.02581093141
3,252.97626130862835,25.6060490771491,78.75661159953545,15.07981194146468,17.85160449285297,4.614671874994918,88.92938355199132,117.41600586408286,20.682009342953663,44240.06666247791
3,769.8920331439042,31.853953434460056,66.75447769562669,15.706243608423279,21.52583811587888,8.46961758240564,82.28824752838679,92.84492748836642,15.346348084014785,59276.34036865296
3,301.5579196450753,25.249662221200573,68.04250520157474,15.318568976157609,16.088997907608597,2.3897344990599314,139.96432145728764,40.23107795626147,26.25362614319377,33312.700725571274
1,1713.5343774407947,26.714341767105427,78.52643196464103,11.280643993455906,16.518314785233713,8.405032283795514,73.98658242862629,102.49413147201271,56.050409050286625,18504.456357195653
1,2012.6177747614863,29.535789999228342,87.81653011035559,19.15596472900736,17.84216080057426,5.862648184051297,73.79589839946536,88.86800014172803,37.136301113754804,36555.779814391295
2,2431.159958936896,29.54872442802868,82.22065471588633,20.78367138624446,20.344863909010755,3.0067703920898388,86.38683196076171,51.89148984033965,17.05380550873482,40834.80575657921
1,1159.753479442464,31.85700542933644,67.87183043780819,22.95412390935285,20.80960336930829,4.664272461003202,52.55273590929282,127.28333732100052,20.52995057941294,52054.09545269157
3,2367.7876941266627,34.10213034867756,66.57664363106947,12.962316067358225,18.567205547707275,9.89193693201955,126.64087767958905,69.07084824906427,26.18555443177729,48894.76794945331
3,2306.5401427797824,31.39032158914921,84.52205462695943,18.618564085675224,15.700552377994626,8.052004149781835,93.80492119736044,73.84782849986807,40.68867036626081,59197.702699951784
1,844.2464293241595,34.53535097851509,73.54878264595911,11.11211396943296,18.36271186883452,6.1757772524660375,52.747625033537616,104.61936727001235,27.283704873636275,51255.18908448697
3,2283.092831409809,33.816156398779974,65.56337287353205,12.331311067950212,21.198907643632364,2.03647520714073,117.69169186819029,84.79026414045403,48.84681226864502,30128.63813582774
3,996.7532329075426,30.844997955307903,84.41749700637038,11.758964418883902,21.038959150172843,4.760304246113503,35.70787448342815,41.64235623814813,42.047264921635424,45088.0436727295
1,791.2350680532123,33.337919509188275,83.2184011757708,21.15669247621682,16.441767718848986,3.3674636261074355,138.11693366322615,73.84369467436535,55.43883434237368,46434.96688579253
1,1709.7867101357772,31.42577610323634,87.58156546132625,12.134833894286444,15.070055732420704,1.6390097155485122,125.43612815530811,42.20234073732918,36.050014970686945,60653.60536934172
3,873.4182423242914,25.785578309237273,85.65333585452979,21.030341741823058,21.77683455566505,5.879839498473835,94.60106119767414,52.60104353732517,27.221173533255524,23150.21613549271
3,1660.584415642408,32.4056472325951,84.14654880517409,14.494745861748168,15.957313497467194,9.002671298567885,44.01993157776318,32.77483934184902,61.80612152576661,25445.401564924985
3,1607.4413487405955,25.94908441267346,63.36693434308608,23.287981449757154,15.74114229567857,7.080398813567125,55.249459515284514,51.58181280034351,28.4929327339825,23882.39299275923
2,1486.4487225247806,30.940827805697126,64.71479960695108,22.384099837093398,15.024310951507472,3.247123491824601,62.178998393864816,67.68831423182297,32.287337268586626,42804.528682773496
2,1009.1345886391364,32.02640205858229,76.7935630519072,24.40962304465387,18.893411933612345,6.162261462584102,58.03142769358999,90.12759084308782,52.07461571862059,23000.215297653805
2,1447.4872740670514,25.66527608210855,75.81846040332735,23.372668216412446,19.52937510810733,9.48910855012272,85.73216112897214,131.28193880773506,14.609084162440816,45726.456455138454
1,1572.6341187619796,27.307946539265316,73.90704357672792,24.06661186762886,20.738976415337316,7.5062354763064185,134.01251998885198,90.35530166214197,30.097485515042763,52175.71844996883
2,1440.1514051961947,34.1567223226165,72.3165224607792,23.02239355118631,17.664574566413272,7.205265094660875,79.97063915492353,108.20518246734889,14.456924858790765,35984.24717700842
1,1176.0459327751337,31.163144922328964,73.21147260647255,20.707346608607978,21.39382244748102,9.713423496047646,103.4489733627278,70.62912586102361,17.24390506698341,41566.10039906566
